날짜,계절,휴일유무,출근길유무,날씨,온도,체감온도,습도,풍속,비회원대여,회원대여,합계대여,카테고리
2012-08-08 12:00:00,가을,예,아니오,흐림,32.80 도,37.12 도,52,0.0,63,217,280,많음
2012-08-08 13:00:00,가을,예,아니오,흐림,32.80 도,37.12 도,52,0.0,101,212,313,매우많음
2012-08-08 14:00:00,가을,예,아니오,흐림,32.80 도,37.12 도,52,16.9979,63,173,236,보통
2012-08-08 15:00:00,가을,예,아니오,흐림,34.44 도,37.88 도,44,12.998,110,168,278,많음
2012-08-08 16:00:00,가을,예,아니오,흐림,32.80 도,37.12 도,49,19.0012,113,328,441,
2012-08-08 17:00:00,가을,예,아니오,흐림,32.80 도,37.88 도,55,19.0012,107,751,858,
2012-08-08 18:00:00,가을,예,아니오,흐림,31.98 도,36.37 도,55,11.0014,117,745,862,
2012-08-08 19:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,66,15.0013,119,567,686,
2012-08-08 20:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,66,12.998,76,424,500,
2012-08-08 21:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,66,7.0015,70,311,381,
2012-08-08 22:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,74,7.0015,35,198,233,보통
2012-08-08 23:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,70,8.9981,16,120,136,적음
2012-08-09 00:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,74,12.998,16,51,67,적음
2012-08-09 01:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,8.9981,5,23,28,매우적음
2012-08-09 02:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,84,6.0032,2,12,14,매우적음
2012-08-09 03:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,83,6.0032,1,5,6,매우적음
2012-08-09 04:00:00,가을,예,아니오,흐림,27.88 도,31.82 도,89,8.9981,0,10,10,매우적음
2012-08-09 05:00:00,가을,예,아니오,흐림,27.06 도,29.55 도,94,0.0,4,37,41,매우적음
2012-08-09 06:00:00,가을,예,아니오,맑음,27.06 도,30.30 도,83,11.0014,5,162,167,보통
2012-08-09 07:00:00,가을,예,아니오,흐림,28.70 도,33.34 도,84,11.0014,24,451,475,
2012-08-09 08:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,74,7.0015,28,670,698,
2012-08-09 09:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,66,11.0014,54,299,353,
2012-08-09 10:00:00,가을,예,아니오,맑음,32.80 도,37.88 도,55,15.0013,72,133,205,보통
2012-08-09 11:00:00,가을,예,아니오,맑음,34.44 도,37.88 도,44,0.0,94,166,260,많음
2012-08-09 12:00:00,가을,예,아니오,맑음,34.44 도,37.88 도,44,7.0015,85,192,277,많음
2012-08-09 13:00:00,가을,예,아니오,맑음,35.26 도,39.40 도,41,7.0015,80,201,281,많음
2012-08-09 14:00:00,가을,예,아니오,맑음,36.08 도,38.63 도,32,15.0013,86,161,247,보통
2012-08-09 15:00:00,가을,예,아니오,맑음,36.08 도,38.63 도,32,15.0013,63,204,267,많음
2012-08-09 16:00:00,가을,예,아니오,맑음,35.26 도,38.63 도,39,16.9979,97,320,417,
2012-08-09 17:00:00,가을,예,아니오,맑음,35.26 도,37.88 도,36,16.9979,111,699,810,
2012-08-09 18:00:00,가을,예,아니오,흐림,33.62 도,37.88 도,46,16.9979,78,733,811,
2012-08-09 19:00:00,가을,예,아니오,맑음,32.80 도,37.88 도,55,12.998,90,533,623,
2012-08-09 20:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,54,19.0012,91,387,478,
2012-08-09 21:00:00,가을,예,아니오,흐림,28.70 도,32.58 도,58,11.0014,50,286,336,매우많음
2012-08-09 22:00:00,가을,예,아니오,흐림,27.06 도,31.06 도,69,15.0013,41,218,259,많음
2012-08-09 23:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,74,0.0,19,137,156,보통
2012-08-10 00:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,65,6.0032,17,68,85,적음
2012-08-10 01:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,65,7.0015,6,35,41,매우적음
2012-08-10 02:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,74,11.0014,6,14,20,매우적음
2012-08-10 03:00:00,가을,예,아니오,흐림,29.52 도,34.85 도,79,12.998,3,6,9,매우적음
2012-08-10 04:00:00,가을,예,아니오,비,28.70 도,33.34 도,84,19.0012,0,7,7,매우적음
2012-08-10 05:00:00,가을,예,아니오,비,28.70 도,33.34 도,84,19.0012,4,29,33,매우적음
2012-08-10 06:00:00,가을,예,아니오,비,26.24 도,28.79 도,89,19.9995,3,41,44,매우적음
2012-08-10 07:00:00,가을,예,아니오,비,26.24 도,28.79 도,89,7.0015,5,128,133,적음
2012-08-10 08:00:00,가을,예,아니오,비,25.42 도,27.27 도,91,11.0014,7,112,119,적음
2012-08-10 09:00:00,가을,예,아니오,흐림,26.24 도,28.79 도,89,0.0,21,199,220,보통
2012-08-10 10:00:00,가을,예,아니오,맑음,27.06 도,29.55 도,89,7.0015,27,166,193,보통
2012-08-10 11:00:00,가을,예,아니오,비,27.88 도,31.82 도,79,8.9981,73,178,251,많음
2012-08-10 12:00:00,가을,예,아니오,흐림,30.34 도,34.85 도,66,23.9994,75,240,315,매우많음
2012-08-10 13:00:00,가을,예,아니오,흐림,31.16 도,35.60 도,58,23.9994,66,224,290,많음
2012-08-10 14:00:00,가을,예,아니오,맑음,31.16 도,35.60 도,58,23.9994,71,236,307,매우많음
2012-08-10 15:00:00,가을,예,아니오,맑음,32.80 도,37.12 도,52,30.0026,100,224,324,매우많음
2012-08-10 16:00:00,가을,예,아니오,맑음,31.98 도,36.37 도,55,19.9995,96,371,467,
2012-08-10 17:00:00,가을,예,아니오,맑음,32.80 도,37.12 도,52,19.0012,111,619,730,
2012-08-10 18:00:00,가을,예,아니오,맑음,31.16 도,35.60 도,62,19.9995,88,552,640,
2012-08-10 19:00:00,가을,예,아니오,맑음,31.16 도,35.60 도,62,19.0012,98,394,492,
2012-08-10 20:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,66,19.9995,55,315,370,
2012-08-10 21:00:00,가을,예,아니오,맑음,30.34 도,34.85 도,66,16.9979,50,236,286,많음
2012-08-10 22:00:00,가을,예,아니오,맑음,29.52 도,34.85 도,74,19.0012,50,168,218,보통
2012-08-10 23:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,70,19.0012,33,159,192,보통
2012-08-11 00:00:00,가을,예,예,맑음,28.70 도,32.58 도,70,19.0012,38,142,180,보통
2012-08-11 01:00:00,가을,예,예,맑음,27.06 도,31.06 도,74,15.0013,32,84,116,적음
2012-08-11 02:00:00,가을,예,예,비,26.24 도,29.55 도,78,12.998,19,66,85,적음
2012-08-11 03:00:00,가을,예,예,비,25.42 도,28.79 도,83,11.0014,2,19,21,매우적음
2012-08-11 04:00:00,가을,예,예,맑음,25.42 도,28.79 도,83,7.0015,3,7,10,매우적음
2012-08-11 05:00:00,가을,예,예,맑음,25.42 도,28.03 도,88,7.0015,2,9,11,매우적음
2012-08-11 06:00:00,가을,예,예,흐림,25.42 도,28.03 도,88,7.0015,5,18,23,매우적음
2012-08-11 07:00:00,가을,예,예,맑음,26.24 도,28.79 도,83,6.0032,8,54,62,적음
2012-08-11 08:00:00,가을,예,예,맑음,27.06 도,30.30 도,83,7.0015,30,132,162,보통
2012-08-11 09:00:00,가을,예,예,맑음,27.88 도,31.82 도,79,12.998,54,217,271,많음
2012-08-11 10:00:00,가을,예,예,맑음,29.52 도,34.09 도,62,6.0032,125,282,407,
2012-08-11 11:00:00,가을,예,예,맑음,30.34 도,34.85 도,66,11.0014,203,296,499,
2012-08-11 12:00:00,가을,예,예,맑음,31.16 도,35.60 도,58,15.0013,214,332,546,
2012-08-11 13:00:00,가을,예,예,맑음,32.80 도,37.12 도,49,23.9994,228,341,569,
2012-08-11 14:00:00,가을,예,예,맑음,32.80 도,37.12 도,49,19.9995,248,290,538,
2012-08-11 15:00:00,가을,예,예,맑음,32.80 도,36.37 도,46,19.0012,246,316,562,
2012-08-11 16:00:00,가을,예,예,맑음,32.80 도,36.37 도,46,19.9995,227,304,531,
2012-08-11 17:00:00,가을,예,예,비,30.34 도,34.85 도,66,23.9994,220,292,512,
2012-08-11 18:00:00,가을,예,예,흐림,28.70 도,33.34 도,74,19.9995,107,193,300,많음
2012-08-11 19:00:00,가을,예,예,흐림,27.06 도,29.55 도,89,7.0015,97,178,275,많음
2012-08-11 20:00:00,가을,예,예,비,27.06 도,29.55 도,89,27.9993,31,129,160,보통
2012-08-11 21:00:00,가을,예,예,흐림,27.06 도,29.55 도,89,11.0014,26,102,128,적음
2012-08-11 22:00:00,가을,예,예,흐림,27.06 도,29.55 도,89,11.0014,40,128,168,보통
2012-08-11 23:00:00,가을,예,예,비,27.06 도,30.30 도,78,11.0014,42,121,163,보통
2012-08-12 00:00:00,가을,예,예,흐림,26.24 도,30.30 도,73,8.9981,24,96,120,적음
2012-08-12 01:00:00,가을,예,예,맑음,25.42 도,29.55 도,78,8.9981,21,92,113,적음
2012-08-12 02:00:00,가을,예,예,맑음,26.24 도,30.30 도,69,8.9981,19,67,86,적음
2012-08-12 03:00:00,가을,예,예,맑음,25.42 도,29.55 도,73,6.0032,11,37,48,매우적음
2012-08-12 04:00:00,가을,예,예,맑음,26.24 도,30.30 도,69,6.0032,2,8,10,매우적음
2012-08-12 05:00:00,가을,예,예,맑음,26.24 도,31.06 도,61,12.998,1,9,10,매우적음
2012-08-12 06:00:00,가을,예,예,맑음,26.24 도,30.30 도,65,11.0014,2,14,16,매우적음
2012-08-12 07:00:00,가을,예,예,맑음,26.24 도,30.30 도,65,8.9981,9,30,39,매우적음
2012-08-12 08:00:00,가을,예,예,맑음,27.06 도,31.06 도,54,15.0013,35,84,119,적음
2012-08-12 09:00:00,가을,예,예,맑음,28.70 도,32.58 도,48,15.0013,64,153,217,보통
2012-08-12 10:00:00,가을,예,예,맑음,28.70 도,32.58 도,51,11.0014,88,240,328,매우많음
2012-08-12 11:00:00,가을,예,예,맑음,30.34 도,33.34 도,42,11.0014,167,282,449,
2012-08-12 12:00:00,가을,예,예,맑음,30.34 도,33.34 도,42,12.998,163,342,505,
2012-08-12 13:00:00,가을,예,예,맑음,31.98 도,34.85 도,40,0.0,178,365,543,
2012-08-12 14:00:00,가을,예,예,맑음,31.16 도,34.09 도,40,12.998,213,366,579,
2012-08-12 15:00:00,가을,예,예,맑음,31.16 도,34.09 도,40,8.9981,235,342,577,
2012-08-12 16:00:00,가을,예,예,맑음,31.16 도,34.09 도,40,7.0015,213,300,513,
2012-08-12 17:00:00,가을,예,예,맑음,32.80 도,34.85 도,33,0.0,186,319,505,
2012-08-12 18:00:00,가을,예,예,맑음,31.98 도,34.09 도,35,7.0015,164,327,491,
2012-08-12 19:00:00,가을,예,예,맑음,30.34 도,32.58 도,40,8.9981,148,317,465,
2012-08-12 20:00:00,가을,예,예,맑음,29.52 도,32.58 도,45,0.0,96,204,300,많음
2012-08-12 21:00:00,가을,예,예,맑음,29.52 도,33.34 도,51,6.0032,78,142,220,보통
2012-08-12 22:00:00,가을,예,예,맑음,28.70 도,32.58 도,58,8.9981,40,141,181,보통
2012-08-12 23:00:00,가을,예,예,맑음,27.88 도,31.82 도,61,0.0,25,85,110,적음
2012-08-13 00:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,65,7.0015,14,33,47,매우적음
2012-08-13 01:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,65,6.0032,3,11,14,매우적음
2012-08-13 02:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,69,7.0015,1,8,9,매우적음
2012-08-13 03:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,69,0.0,1,5,6,매우적음
2012-08-13 04:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,69,7.0015,0,11,11,매우적음
2012-08-13 05:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,69,7.0015,3,33,36,매우적음
2012-08-13 06:00:00,가을,예,아니오,맑음,25.42 도,29.55 도,73,6.0032,4,155,159,보통
2012-08-13 07:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,65,8.9981,11,425,436,
2012-08-13 08:00:00,가을,예,아니오,흐림,29.52 도,33.34 도,51,6.0032,25,648,673,
2012-08-13 09:00:00,가을,예,아니오,흐림,30.34 도,33.34 도,45,0.0,40,265,305,매우많음
2012-08-13 10:00:00,가을,예,아니오,흐림,31.16 도,34.09 도,40,0.0,88,111,199,보통
2012-08-13 11:00:00,가을,예,아니오,맑음,31.16 도,34.09 도,40,6.0032,94,151,245,보통
2012-08-13 12:00:00,가을,예,아니오,맑음,31.98 도,34.85 도,40,12.998,96,180,276,많음
2012-08-13 13:00:00,가을,예,아니오,맑음,31.98 도,34.85 도,40,11.0014,79,175,254,많음
2012-08-13 14:00:00,가을,예,아니오,맑음,32.80 도,34.85 도,33,7.0015,85,163,248,보통
2012-08-13 15:00:00,가을,예,아니오,맑음,33.62 도,36.37 도,34,15.0013,80,194,274,많음
2012-08-13 16:00:00,가을,예,아니오,맑음,32.80 도,35.60 도,36,6.0032,116,348,464,
2012-08-13 17:00:00,가을,예,아니오,맑음,32.80 도,35.60 도,36,11.0014,102,716,818,
2012-08-13 18:00:00,가을,예,아니오,맑음,31.16 도,34.85 도,52,19.0012,103,709,812,
2012-08-13 19:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,58,11.0014,88,467,555,
2012-08-13 20:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,62,15.0013,58,374,432,
2012-08-13 21:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,66,12.998,44,246,290,많음
2012-08-13 22:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,62,22.0028,44,148,192,보통
2012-08-13 23:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,70,15.0013,28,100,128,적음
2012-08-14 00:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,74,15.0013,12,48,60,적음
2012-08-14 01:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,79,16.9979,8,19,27,매우적음
2012-08-14 02:00:00,가을,예,아니오,흐림,27.88 도,31.82 도,83,12.998,2,9,11,매우적음
2012-08-14 03:00:00,가을,예,아니오,흐림,27.88 도,31.82 도,83,12.998,0,3,3,매우적음
2012-08-14 04:00:00,가을,예,아니오,흐림,27.88 도,31.82 도,83,12.998,0,5,5,매우적음
2012-08-14 05:00:00,가을,예,아니오,흐림,27.88 도,31.82 도,89,12.998,1,35,36,매우적음
2012-08-14 06:00:00,가을,예,아니오,비,26.24 도,28.79 도,83,12.998,1,63,64,적음
2012-08-14 07:00:00,가을,예,아니오,흐림,27.06 도,30.30 도,83,6.0032,1,178,179,보통
2012-08-14 08:00:00,가을,예,아니오,흐림,27.06 도,29.55 도,89,6.0032,27,591,618,
2012-08-14 09:00:00,가을,예,아니오,흐림,28.70 도,33.34 도,74,0.0,48,354,402,
2012-08-14 10:00:00,가을,예,아니오,맑음,28.70 도,33.34 도,79,7.0015,53,155,208,보통
2012-08-14 11:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,62,0.0,69,127,196,보통
2012-08-14 12:00:00,가을,예,아니오,맑음,31.98 도,35.60 도,49,8.9981,93,207,300,많음
2012-08-14 13:00:00,가을,예,아니오,맑음,32.80 도,36.37 도,46,6.0032,83,203,286,많음
2012-08-14 14:00:00,가을,예,아니오,맑음,33.62 도,37.12 도,41,15.0013,80,175,255,많음
2012-08-14 15:00:00,가을,예,아니오,맑음,33.62 도,37.88 도,46,15.0013,84,199,283,많음
2012-08-14 16:00:00,가을,예,아니오,맑음,33.62 도,37.12 도,43,15.0013,95,363,458,
2012-08-14 17:00:00,가을,예,아니오,비,31.16 도,36.37 도,66,16.9979,78,734,812,
2012-08-14 18:00:00,가을,예,아니오,맑음,31.16 도,35.60 도,62,19.0012,97,757,854,
2012-08-14 19:00:00,가을,예,아니오,맑음,31.16 도,36.37 도,66,12.998,94,533,627,
2012-08-14 20:00:00,가을,예,아니오,맑음,30.34 도,35.60 도,74,15.0013,65,371,436,
2012-08-14 21:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,62,15.0013,56,252,308,매우많음
2012-08-14 22:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,66,6.0032,28,161,189,보통
2012-08-14 23:00:00,가을,예,아니오,맑음,29.52 도,34.09 도,66,11.0014,53,114,167,보통
2012-08-15 00:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,61,12.998,8,52,60,적음
2012-08-15 01:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,61,0.0,6,31,37,매우적음
2012-08-15 02:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,65,0.0,1,7,8,매우적음
2012-08-15 03:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,74,7.0015,1,10,11,매우적음
2012-08-15 04:00:00,가을,예,아니오,맑음,26.24 도,28.79 도,83,7.0015,0,4,4,매우적음
2012-08-15 05:00:00,가을,예,아니오,맑음,26.24 도,29.55 도,78,7.0015,4,35,39,매우적음
2012-08-15 06:00:00,가을,예,아니오,맑음,26.24 도,29.55 도,78,7.0015,12,160,172,보통
2012-08-15 07:00:00,가을,예,아니오,흐림,27.06 도,31.06 도,69,12.998,25,467,492,
2012-08-15 08:00:00,가을,예,아니오,흐림,28.70 도,32.58 도,65,19.0012,40,642,682,
2012-08-15 09:00:00,가을,예,아니오,흐림,29.52 도,34.09 도,62,12.998,57,310,367,
2012-08-15 10:00:00,가을,예,아니오,흐림,29.52 도,34.09 도,62,12.998,70,163,233,보통
2012-08-15 11:00:00,가을,예,아니오,흐림,30.34 도,34.09 도,58,12.998,80,155,235,보통
2012-08-15 12:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,55,15.0013,77,230,307,매우많음
2012-08-15 13:00:00,가을,예,아니오,흐림,31.98 도,35.60 도,49,12.998,88,206,294,많음
2012-08-15 14:00:00,가을,예,아니오,흐림,31.16 도,34.85 도,52,19.9995,94,161,255,많음
2012-08-15 15:00:00,가을,예,아니오,맑음,31.16 도,34.85 도,52,16.9979,70,196,266,많음
2012-08-15 16:00:00,가을,예,아니오,맑음,31.16 도,34.09 도,48,12.998,91,340,431,
2012-08-15 17:00:00,가을,예,아니오,맑음,30.34 도,34.09 도,55,19.0012,102,749,851,
2012-08-15 18:00:00,가을,예,아니오,맑음,30.34 도,33.34 도,51,15.0013,80,768,848,
2012-08-15 19:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,61,8.9981,124,525,649,
2012-08-15 20:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,61,8.9981,72,355,427,
2012-08-15 21:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,61,12.998,49,266,315,매우많음
2012-08-15 22:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,61,11.0014,29,197,226,보통
2012-08-15 23:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,65,7.0015,18,120,138,적음
2012-08-16 00:00:00,가을,예,아니오,맑음,27.06 도,31.06 도,69,0.0,13,63,76,적음
2012-08-16 01:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,73,0.0,3,18,21,매우적음
2012-08-16 02:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,69,12.998,0,15,15,매우적음
2012-08-16 03:00:00,가을,예,아니오,맑음,25.42 도,29.55 도,73,16.9979,0,4,4,매우적음
2012-08-16 04:00:00,가을,예,아니오,맑음,25.42 도,29.55 도,73,15.0013,2,3,5,매우적음
2012-08-16 05:00:00,가을,예,아니오,맑음,24.60 도,28.79 도,78,11.0014,7,30,37,매우적음
2012-08-16 06:00:00,가을,예,아니오,맑음,24.60 도,28.79 도,78,11.0014,3,162,165,보통
2012-08-16 07:00:00,가을,예,아니오,맑음,26.24 도,30.30 도,69,15.0013,16,448,464,
2012-08-16 08:00:00,가을,예,아니오,맑음,27.88 도,31.82 도,61,12.998,33,649,682,
2012-08-16 09:00:00,가을,예,아니오,맑음,29.52 도,33.34 도,54,7.0015,41,296,337,매우많음
2012-08-16 10:00:00,가을,예,아니오,맑음,30.34 도,33.34 도,48,8.9981,78,121,199,보통
2012-08-16 11:00:00,가을,예,아니오,맑음,31.16 도,33.34 도,37,6.0032,83,191,274,많음
2012-08-16 12:00:00,가을,예,아니오,맑음,32.80 도,34.85 도,33,7.0015,96,247,343,매우많음
2012-08-16 13:00:00,가을,예,아니오,맑음,32.80 도,34.85 도,31,15.0013,81,219,300,많음
2012-08-16 14:00:00,가을,예,아니오,맑음,33.62 도,35.60 도,32,0.0,72,176,248,보통
2012-08-16 15:00:00,가을,예,아니오,맑음,32.80 도,34.85 도,33,16.9979,63,197,260,많음
2012-08-16 16:00:00,가을,예,아니오,맑음,33.62 도,35.60 도,32,15.0013,79,340,419,
2012-08-16 17:00:00,가을,예,아니오,맑음,33.62 도,36.37 도,34,12.998,130,767,897,
2012-08-16 18:00:00,가을,예,아니오,맑음,32.80 도,35.60 도,36,0.0,109,723,832,
2012-08-16 19:00:00,가을,예,아니오,맑음,31.16 도,34.09 도,40,7.0015,119,558,677,
2012-08-16 20:00:00,가을,예,아니오,맑음,31.16 도,34.09 도,40,6.0032,100,414,514,
2012-08-16 21:00:00,가을,예,아니오,맑음,30.34 도,33.34 도,48,12.998,83,273,356,
2012-08-16 22:00:00,가을,예,아니오,맑음,29.52 도,33.34 도,51,11.0014,69,185,254,많음
2012-08-16 23:00:00,가을,예,아니오,맑음,28.70 도,32.58 도,54,7.0015,58,168,226,보통
2012-08-17 00:00:00,가을,예,아니오,맑음,27.88 도,12.12 도,57,11.0014,21,67,88,적음
2012-08-17 01:00:00,가을,예,아니오,맑음,27.06 도,12.12 도,65,7.0015,16,38,54,적음
2012-08-17 02:00:00,가을,예,아니오,맑음,27.06 도,12.12 도,61,8.9981,4,15,19,매우적음
2012-08-17 03:00:00,가을,예,아니오,맑음,26.24 도,12.12 도,65,7.0015,0,6,6,매우적음
2012-08-17 04:00:00,가을,예,아니오,맑음,26.24 도,12.12 도,73,11.0014,0,9,9,매우적음
2012-08-17 05:00:00,가을,예,아니오,맑음,26.24 도,12.12 도,73,7.0015,2,34,36,매우적음
2012-08-17 06:00:00,가을,예,아니오,맑음,25.42 도,12.12 도,78,8.9981,6,151,157,보통
2012-08-17 07:00:00,가을,예,아니오,맑음,26.24 도,12.12 도,73,7.0015,11,368,379,
2012-08-17 08:00:00,가을,예,아니오,맑음,27.88 도,12.12 도,65,8.9981,43,625,668,
2012-08-17 09:00:00,가을,예,아니오,맑음,28.70 도,12.12 도,58,7.0015,58,320,378,
2012-08-17 10:00:00,가을,예,아니오,맑음,30.34 도,12.12 도,55,11.0014,82,149,231,보통
2012-08-17 11:00:00,가을,예,아니오,맑음,31.16 도,12.12 도,52,19.0012,98,205,303,매우많음
2012-08-17 12:00:00,가을,예,아니오,맑음,33.62 도,12.12 도,41,15.0013,110,255,365,
2012-08-17 13:00:00,가을,예,아니오,맑음,34.44 도,12.12 도,36,26.0027,103,254,357,
2012-08-17 14:00:00,가을,예,아니오,맑음,35.26 도,12.12 도,34,27.9993,128,200,328,매우많음
2012-08-17 15:00:00,가을,예,아니오,맑음,35.26 도,12.12 도,30,31.0009,127,256,383,
2012-08-17 16:00:00,가을,예,아니오,흐림,34.44 도,12.12 도,32,30.0026,116,372,488,
2012-08-17 17:00:00,가을,예,아니오,맑음,33.62 도,12.12 도,36,22.0028,144,647,791,
2012-08-17 18:00:00,가을,예,아니오,흐림,33.62 도,12.12 도,38,16.9979,108,561,669,
2012-08-17 19:00:00,가을,예,아니오,흐림,30.34 도,12.12 도,55,26.0027,88,403,491,
2012-08-17 20:00:00,가을,예,아니오,흐림,29.52 도,12.12 도,58,15.0013,97,262,359,
2012-08-17 21:00:00,가을,예,아니오,흐림,27.88 도,12.12 도,69,19.9995,57,198,255,많음
2012-08-17 22:00:00,가을,예,아니오,비,27.06 도,12.12 도,83,12.998,43,170,213,보통
2012-08-17 23:00:00,가을,예,아니오,비,26.24 도,12.12 도,83,15.0013,21,100,121,적음
2012-08-18 00:00:00,가을,예,예,흐림,26.24 도,28.79 도,83,15.0013,6,99,105,적음
2012-08-18 01:00:00,가을,예,예,비,25.42 도,27.27 도,94,11.0014,14,78,92,적음
2012-08-18 02:00:00,가을,예,예,비,25.42 도,28.03 도,88,11.0014,4,39,43,매우적음
2012-08-18 03:00:00,가을,예,예,맑음,25.42 도,28.03 도,88,12.998,7,23,30,매우적음
2012-08-18 04:00:00,가을,예,예,맑음,25.42 도,29.55 도,73,15.0013,5,8,13,매우적음
2012-08-18 05:00:00,가을,예,예,맑음,24.60 도,28.79 도,78,16.9979,2,7,9,매우적음
2012-08-18 06:00:00,가을,예,예,맑음,24.60 도,28.03 도,83,15.0013,4,23,27,매우적음
2012-08-18 07:00:00,가을,예,예,맑음,24.60 도,28.03 도,83,15.0013,12,52,64,적음
2012-08-18 08:00:00,가을,예,예,맑음,26.24 도,30.30 도,69,16.9979,28,161,189,보통
2012-08-18 09:00:00,가을,예,예,맑음,27.06 도,31.06 도,65,19.0012,81,211,292,많음
2012-08-18 10:00:00,가을,예,예,맑음,28.70 도,32.58 도,54,11.0014,166,314,480,
2012-08-18 11:00:00,가을,예,예,맑음,29.52 도,33.34 도,51,0.0,180,356,536,
2012-08-18 12:00:00,가을,예,예,맑음,31.16 도,33.34 도,37,12.998,266,388,654,
2012-08-18 13:00:00,가을,예,예,맑음,30.34 도,32.58 도,40,12.998,289,355,644,
2012-08-18 14:00:00,가을,예,예,맑음,31.16 도,33.34 도,37,19.0012,242,356,598,
2012-08-18 15:00:00,가을,예,예,맑음,31.16 도,33.34 도,37,15.0013,250,346,596,
2012-08-18 16:00:00,가을,예,예,맑음,31.16 도,33.34 도,37,16.9979,287,354,641,
2012-08-18 17:00:00,가을,예,예,맑음,31.16 도,33.34 도,37,15.0013,256,379,635,
2012-08-18 18:00:00,가을,예,예,맑음,30.34 도,32.58 도,37,11.0014,225,329,554,
2012-08-18 19:00:00,가을,예,예,맑음,28.70 도,31.82 도,45,11.0014,164,324,488,
2012-08-18 20:00:00,가을,예,예,맑음,28.70 도,31.82 도,45,7.0015,99,242,341,매우많음
2012-08-18 21:00:00,가을,예,예,맑음,27.06 도,31.06 도,61,0.0,90,248,338,매우많음
2012-08-18 22:00:00,가을,예,예,맑음,27.06 도,31.06 도,61,0.0,90,171,261,많음
2012-08-18 23:00:00,가을,예,예,맑음,26.24 도,30.30 도,65,6.0032,60,175,235,보통
2012-08-19 00:00:00,가을,예,예,맑음,27.06 도,31.06 도,57,6.0032,44,143,187,보통
2012-08-19 01:00:00,가을,예,예,맑음,26.24 도,30.30 도,65,0.0,29,102,131,적음
2012-08-19 02:00:00,가을,예,예,흐림,25.42 도,30.30 도,69,6.0032,16,103,119,적음
2012-08-19 03:00:00,가을,예,예,흐림,25.42 도,30.30 도,61,11.0014,21,34,55,적음
2012-08-19 04:00:00,가을,예,예,흐림,25.42 도,30.30 도,65,11.0014,4,22,26,매우적음
2012-08-19 05:00:00,가을,예,예,흐림,24.60 도,29.55 도,73,8.9981,3,8,11,매우적음
2012-08-19 06:00:00,가을,예,예,흐림,25.42 도,30.30 도,69,7.0015,5,15,20,매우적음
2012-08-19 07:00:00,가을,예,예,흐림,25.42 도,30.30 도,69,8.9981,12,29,41,매우적음
2012-08-19 08:00:00,가을,예,예,흐림,26.24 도,30.30 도,69,7.0015,34,90,124,적음
2012-08-19 09:00:00,가을,예,예,흐림,27.06 도,31.06 도,74,0.0,86,184,270,많음
2012-08-19 10:00:00,가을,예,예,흐림,27.88 도,31.82 도,69,0.0,138,287,425,
